route,url,type,title,canonical,robots,jsonLdCount,h1,words,minimumWords
"/faq/can-i-claim-unfair-dismissal-after-2-years","https://mypayrights.com/faq/can-i-claim-unfair-dismissal-after-2-years","faq","Can I claim unfair dismissal without 2 years' service? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/can-i-claim-unfair-dismissal-after-2-years","index, follow","3","Can I claim unfair dismissal without 2 years' service?","411","170"
"/faq/do-i-get-paid-for-unused-holidays-uk","https://mypayrights.com/faq/do-i-get-paid-for-unused-holidays-uk","faq","Do I get paid for unused holidays when I leave a job? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/do-i-get-paid-for-unused-holidays-uk","index, follow","3","Do I get paid for unused holidays when I leave a job?","435","170"
"/faq/what-is-national-living-wage-2026","https://mypayrights.com/faq/what-is-national-living-wage-2026","faq","What is the National Living Wage in 2026? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-national-living-wage-2026","index, follow","3","What is the National Living Wage in 2026?","400","170"
"/faq/what-is-the-flsa","https://mypayrights.com/faq/what-is-the-flsa","faq","What is the Fair Labor Standards Act (FLSA)? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-the-flsa","index, follow","3","What is the Fair Labor Standards Act (FLSA)?","426","170"
"/faq/what-is-fmla","https://mypayrights.com/faq/what-is-fmla","faq","What is the FMLA (Family and Medical Leave Act)? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-fmla","index, follow","3","What is the FMLA (Family and Medical Leave Act)?","428","170"
"/faq/can-employer-fire-you-while-on-fmla","https://mypayrights.com/faq/can-employer-fire-you-while-on-fmla","faq","Can my employer fire me while I am on FMLA leave? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/can-employer-fire-you-while-on-fmla","index, follow","3","Can my employer fire me while I am on FMLA leave?","415","170"
"/faq/what-is-ada-disability-rights-us","https://mypayrights.com/faq/what-is-ada-disability-rights-us","faq","What is the ADA and what disability rights do employees have? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-ada-disability-rights-us","index, follow","3","What is the ADA and what disability rights do employees have?","402","170"
"/faq/what-is-title-vii-us","https://mypayrights.com/faq/what-is-title-vii-us","faq","What is Title VII of the Civil Rights Act? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-title-vii-us","index, follow","3","What is Title VII of the Civil Rights Act?","425","170"
"/faq/what-is-eeoc-complaint-us","https://mypayrights.com/faq/what-is-eeoc-complaint-us","faq","How do I file an EEOC complaint? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-eeoc-complaint-us","index, follow","3","How do I file an EEOC complaint?","423","170"
"/faq/what-is-overtime-law-us","https://mypayrights.com/faq/what-is-overtime-law-us","faq","How does overtime law work in the US? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-overtime-law-us","index, follow","3","How does overtime law work in the US?","385","170"
"/faq/are-salaried-employees-exempt-from-overtime-us","https://mypayrights.com/faq/are-salaried-employees-exempt-from-overtime-us","faq","Are salaried employees exempt from overtime in the US? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/are-salaried-employees-exempt-from-overtime-us","index, follow","3","Are salaried employees exempt from overtime in the US?","421","170"
"/faq/what-is-whistleblower-protection-us","https://mypayrights.com/faq/what-is-whistleblower-protection-us","faq","What whistleblower protection do employees have in the US? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-whistleblower-protection-us","index, follow","3","What whistleblower protection do employees have in the US?","425","170"
"/faq/what-is-non-compete-agreement-us","https://mypayrights.com/faq/what-is-non-compete-agreement-us","faq","What is a non-compete agreement in the US? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-non-compete-agreement-us","index, follow","3","What is a non-compete agreement in the US?","405","170"
"/faq/what-is-cobra-health-insurance","https://mypayrights.com/faq/what-is-cobra-health-insurance","faq","What is COBRA health insurance? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-cobra-health-insurance","index, follow","3","What is COBRA health insurance?","387","170"
"/faq/what-is-minimum-wage-federal-us","https://mypayrights.com/faq/what-is-minimum-wage-federal-us","faq","What is the federal minimum wage in the US in 2026? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-minimum-wage-federal-us","index, follow","3","What is the federal minimum wage in the US in 2026?","417","170"
"/faq/can-employer-monitor-work-computer-us","https://mypayrights.com/faq/can-employer-monitor-work-computer-us","faq","Can my employer monitor my work computer in the US? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/can-employer-monitor-work-computer-us","index, follow","3","Can my employer monitor my work computer in the US?","390","170"
"/faq/what-is-unfair-dismissal-australia","https://mypayrights.com/faq/what-is-unfair-dismissal-australia","faq","What is unfair dismissal in Australia? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-unfair-dismissal-australia","index, follow","3","What is unfair dismissal in Australia?","438","170"
"/faq/how-to-claim-unfair-dismissal-australia","https://mypayrights.com/faq/how-to-claim-unfair-dismissal-australia","faq","How do I make an unfair dismissal claim in Australia? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/how-to-claim-unfair-dismissal-australia","index, follow","3","How do I make an unfair dismissal claim in Australia?","407","170"
"/faq/what-is-general-protections-claim-australia","https://mypayrights.com/faq/what-is-general-protections-claim-australia","faq","What is a General Protections claim in Australia? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-general-protections-claim-australia","index, follow","3","What is a General Protections claim in Australia?","433","170"
"/faq/what-is-casual-employee-australia","https://mypayrights.com/faq/what-is-casual-employee-australia","faq","What is a casual employee in Australia? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-casual-employee-australia","index, follow","3","What is a casual employee in Australia?","424","170"
"/faq/what-is-long-service-leave-australia","https://mypayrights.com/faq/what-is-long-service-leave-australia","faq","What is long service leave in Australia? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-long-service-leave-australia","index, follow","3","What is long service leave in Australia?","404","170"
"/faq/what-is-superannuation-guarantee-rate-2026","https://mypayrights.com/faq/what-is-superannuation-guarantee-rate-2026","faq","What is the superannuation guarantee rate in 2026? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-superannuation-guarantee-rate-2026","index, follow","3","What is the superannuation guarantee rate in 2026?","414","170"
"/faq/what-is-parental-leave-australia","https://mypayrights.com/faq/what-is-parental-leave-australia","faq","What is government-funded parental leave in Australia? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-parental-leave-australia","index, follow","3","What is government-funded parental leave in Australia?","412","170"
"/faq/what-is-wrongful-dismissal-canada","https://mypayrights.com/faq/what-is-wrongful-dismissal-canada","faq","What is wrongful dismissal in Canada? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-wrongful-dismissal-canada","index, follow","3","What is wrongful dismissal in Canada?","434","170"
"/faq/how-much-notice-required-canada","https://mypayrights.com/faq/how-much-notice-required-canada","faq","How much notice is required when terminating employment in Canada? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/how-much-notice-required-canada","index, follow","3","How much notice is required when terminating employment in Canada?","435","170"
"/faq/what-is-constructive-dismissal-canada","https://mypayrights.com/faq/what-is-constructive-dismissal-canada","faq","What is constructive dismissal in Canada? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-constructive-dismissal-canada","index, follow","3","What is constructive dismissal in Canada?","410","170"
"/faq/what-is-employment-insurance-canada","https://mypayrights.com/faq/what-is-employment-insurance-canada","faq","What is Employment Insurance (EI) in Canada? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-employment-insurance-canada","index, follow","3","What is Employment Insurance (EI) in Canada?","411","170"
"/faq/what-is-probation-period-canada","https://mypayrights.com/faq/what-is-probation-period-canada","faq","What is a probation period in Canada? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-probation-period-canada","index, follow","3","What is a probation period in Canada?","396","170"
"/faq/what-is-human-rights-complaint-canada","https://mypayrights.com/faq/what-is-human-rights-complaint-canada","faq","How do I file a human rights complaint in Canada? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-human-rights-complaint-canada","index, follow","3","How do I file a human rights complaint in Canada?","397","170"
"/faq/what-is-record-of-employment-canada","https://mypayrights.com/faq/what-is-record-of-employment-canada","faq","What is a Record of Employment (ROE) in Canada? | MyPayRights · My Pay Rights","https://mypayrights.com/faq/what-is-record-of-employment-canada","index, follow","3","What is a Record of Employment (ROE) in Canada?","434","170"
"/blog/uk-redundancy-pay-guide-2026","https://mypayrights.com/blog/uk-redundancy-pay-guide-2026","blog","UK Redundancy Pay: The Complete Guide for 2026 · My Pay Rights","https://mypayrights.com/blog/uk-redundancy-pay-guide-2026","index, follow","2","UK Redundancy Pay: The Complete Guide for 2026","1158","220"
"/blog/how-to-negotiate-severance-pay-uk","https://mypayrights.com/blog/how-to-negotiate-severance-pay-uk","blog","How to Negotiate Severance Pay in the UK: A Step-by-Step Guide · My Pay Rights","https://mypayrights.com/blog/how-to-negotiate-severance-pay-uk","index, follow","2","How to Negotiate Severance Pay in the UK: A Step-by-Step Guide","1209","220"
"/blog/us-final-paycheck-laws-by-state","https://mypayrights.com/blog/us-final-paycheck-laws-by-state","blog","US Final Paycheck Laws by State: Every Deadline in 2026 · My Pay Rights","https://mypayrights.com/blog/us-final-paycheck-laws-by-state","index, follow","2","US Final Paycheck Laws by State: Every Deadline in 2026","1120","220"
"/blog/uk-notice-period-rights-explained","https://mypayrights.com/blog/uk-notice-period-rights-explained","blog","UK Notice Period Rights Explained: Statutory Minimum, Contractual Notice & PILON · My Pay Rights","https://mypayrights.com/blog/uk-notice-period-rights-explained","index, follow","2","UK Notice Period Rights Explained: Statutory Minimum, Contractual Notice & PILON","1155","220"
"/blog/australia-fair-work-redundancy-explained","https://mypayrights.com/blog/australia-fair-work-redundancy-explained","blog","Australia Fair Work Redundancy: NES Entitlements Explained for 2026 · My Pay Rights","https://mypayrights.com/blog/australia-fair-work-redundancy-explained","index, follow","2","Australia Fair Work Redundancy: NES Entitlements Explained for 2026","1107","220"
"/blog/uk-maternity-pay-rights-2026","https://mypayrights.com/blog/uk-maternity-pay-rights-2026","blog","UK Maternity Pay Rights 2026: SMP, OMP, and What You Are Entitled To · My Pay Rights","https://mypayrights.com/blog/uk-maternity-pay-rights-2026","index, follow","2","UK Maternity Pay Rights 2026: SMP, OMP, and What You Are Entitled To","1161","220"
"/blog/constructive-dismissal-uk-guide","https://mypayrights.com/blog/constructive-dismissal-uk-guide","blog","Constructive Dismissal UK: What It Is, How to Prove It, and What You're Owed · My Pay Rights","https://mypayrights.com/blog/constructive-dismissal-uk-guide","index, follow","2","Constructive Dismissal UK: What It Is, How to Prove It, and What You're Owed","1440","220"
"/blog/can-employer-cut-my-pay-uk","https://mypayrights.com/blog/can-employer-cut-my-pay-uk","blog","Can My Employer Cut My Pay Without My Consent? UK Rights Explained · My Pay Rights","https://mypayrights.com/blog/can-employer-cut-my-pay-uk","index, follow","2","Can My Employer Cut My Pay Without My Consent? UK Rights Explained","1324","220"
"/blog/uk-sick-pay-rights-2026","https://mypayrights.com/blog/uk-sick-pay-rights-2026","blog","UK Sick Pay Rights 2026: SSP, Qualifying Days, and What Your Employer Must Pay · My Pay Rights","https://mypayrights.com/blog/uk-sick-pay-rights-2026","index, follow","2","UK Sick Pay Rights 2026: SSP, Qualifying Days, and What Your Employer Must Pay","1293","220"
"/blog/us-overtime-law-explained","https://mypayrights.com/blog/us-overtime-law-explained","blog","US Overtime Law Explained: Who Qualifies and How Much You're Owed · My Pay Rights","https://mypayrights.com/blog/us-overtime-law-explained","index, follow","2","US Overtime Law Explained: Who Qualifies and How Much You're Owed","1310","220"
"/blog/uk-tax-code-explained-2026","https://mypayrights.com/blog/uk-tax-code-explained-2026","blog","How to Read Your UK Tax Code — and What to Do If It's Wrong · My Pay Rights","https://mypayrights.com/blog/uk-tax-code-explained-2026","index, follow","2","How to Read Your UK Tax Code — and What to Do If It's Wrong","1461","220"
